Label,area_0,area_1,area_2,area_3,area_4
Parasitized,13350.5,0,0,0,0
Parasitized,270.5,12561.5,0,0,0
Parasitized,12552.5,0,0,0,0
Parasitized,37,13241,0,0,0
Parasitized,190.5,16298.5,0,0,0
Parasitized,9638.5,0,0,0,0
Parasitized,125,12579.5,0,0,0
Parasitized,151,142,15384.5,0,0
Parasitized,127.5,10275.5,0,0,0
Parasitized,118.5,11077.5,0,0,0
Parasitized,147.5,103.5,11041.5,0,0
Parasitized,183.5,14766,0,0,0
Parasitized,16.5,38,13.5,165.5,100
Parasitized,168,25.5,12086.5,0,0
Parasitized,177.5,10325.5,0,0,0
Parasitized,181.5,9955,248.5,0,0
Parasitized,190,65,221,50.5,36.5
Parasitized,214.5,7138,0,0,0
Parasitized,88,9748.5,0,0,0
Parasitized,150.5,12270,0,0,0
Parasitized,139,14322.5,0,0,0
Parasitized,10424,0,0,0,0
Parasitized,128.5,13941,0,0,0
Parasitized,204.5,4927,0,0,0
Parasitized,17.5,241,5.5,31,143
Parasitized,120.5,48.5,101,11932,0
Parasitized,8461.5,0,0,0,0
Parasitized,1923,0,0,0,0
Parasitized,116,13670,0,0,0
Parasitized,50,213.5,71.5,16252,0
Parasitized,16248.5,0,0,0,0
Parasitized,428,8818,0,0,0
Parasitized,166.5,11220,0,0,0
Parasitized,251,6407.5,0,0,0
Parasitized,167,73,13243.5,0,0
Parasitized,14.5,12598,0,0,0
Parasitized,159,10379,0,0,0
Parasitized,140,87,66,18119,0
Parasitized,142.5,14884.5,0,0,0
Parasitized,72,77,13258.5,0,0
Parasitized,82.5,11069.5,0,0,0
Parasitized,48.5,11803.5,0,0,0
Parasitized,29.5,6012,0,0,0
Parasitized,8.5,5028,0,0,0
Parasitized,142.5,14616,0,0,0
Parasitized,28.5,28,22,16904.5,0
Parasitized,6983,0,0,0,0
Parasitized,109,25,11109.5,0,0
Parasitized,122.5,99,18.5,10,31.5
Parasitized,282.5,12831.5,0,0,0
Parasitized,485,5432,0,0,0
Parasitized,25.5,169.5,8863,0,0
Parasitized,9343.5,0,0,0,0
Parasitized,209,1,31,1329,1572.5
Parasitized,12.5,304,11843.5,0,0
Parasitized,108,7221,0,0,0
Parasitized,86,11324,0,0,0
Parasitized,244,13354.5,0,0,0
Parasitized,17173,0,0,0,0
Parasitized,25,12575.5,0,0,0
Parasitized,235.5,11467,0,0,0
Parasitized,193,12484.5,0,0,0
Parasitized,18,1.5,5,11,16
Parasitized,17770,0,0,0,0
Parasitized,19,0,12881,0,0
Parasitized,0.5,3,2,13.5,0
Parasitized,109,114,15105.5,0,0
Parasitized,8.5,15254.5,0,0,0
Parasitized,8863.5,0,0,0,0
Parasitized,72,14491.5,0,0,0
Parasitized,171,12893.5,0,0,0
Parasitized,177.5,9893.5,0,0,0
Parasitized,1350.5,2,2,0,0
Parasitized,157.5,14930.5,0,0,0
Parasitized,91.5,100,15757.5,0,0
Parasitized,192,9859.5,0,0,0
Parasitized,13482.5,0,0,0,0
Parasitized,180,15983,0,0,0
Parasitized,1254.5,10616,0,0,0
Parasitized,128,34,23,11277.5,0
Parasitized,292,7,57.5,11440.5,0
Parasitized,223.5,12961.5,0,0,0
Parasitized,13787.5,0,0,0,0
Parasitized,49,174,910,13969,0
Parasitized,200.5,15001,0,0,0
Parasitized,156.5,14663,0,0,0
Parasitized,187.5,13335.5,0,0,0
Parasitized,31,2,210,12866,0
Parasitized,19,18,36.5,400.5,233.5
Parasitized,15852.5,0,0,0,0
Parasitized,100.5,92.5,17265,0,0
Parasitized,5523.5,0,0,0,0
Parasitized,82,10,77.5,13747,0
Parasitized,17015.5,0,0,0,0
Parasitized,8425,0,0,0,0
Parasitized,167.5,12890.5,0,0,0
Parasitized,154,8688,0,0,0
Parasitized,10006.5,0,0,0,0
Parasitized,51.5,85.5,12414,0,0
Parasitized,503,10280,0,0,0
Parasitized,95,14031,0,0,0
Parasitized,0.5,11339,0,0,0
Parasitized,81,0,1.5,40,9
Parasitized,246,14835.5,0,0,0
Parasitized,188.5,13150,0,0,0
Parasitized,43,48.5,12131.5,0,0
Parasitized,11.5,18,28,64,6
Parasitized,74,209,13343,0,0
Parasitized,42.5,372,12051.5,0,0
Parasitized,94.5,144.5,12029,0,0
Parasitized,61,11516.5,0,0,0
Parasitized,46,18.5,13364.5,0,0
Parasitized,444.5,10438,0,0,0
Parasitized,1158.5,255.5,12045,0,0
Parasitized,213,18285,0,0,0
Parasitized,222,13535,0,0,0
Parasitized,211.5,6258.5,0,0,0
Parasitized,11164.5,0,0,0,0
Parasitized,146.5,105.5,195,17.5,247
Parasitized,254.5,10674.5,0,0,0
Parasitized,87.5,12962,0,0,0
Parasitized,133.5,114.5,17277,0,0
Parasitized,465,10937,0,0,0
Parasitized,198,13167.5,0,0,0
Parasitized,8.5,44,32,43,1884.5
Parasitized,459.5,9717.5,0,0,0
Parasitized,9333.5,0,0,0,0
Parasitized,123.5,12392,0,0,0
Parasitized,14207.5,0,0,0,0
Parasitized,155,328,248,20866.5,0
Parasitized,70.5,138,9437,0,0
Parasitized,13467.5,0,0,0,0
Parasitized,9608.5,0,0,0,0
Parasitized,126,9126,0,0,0
Parasitized,172,14950,0,0,0
Parasitized,13,136.5,11091.5,0,0
Parasitized,55,26,39,16906.5,0
Parasitized,2,2,7620.5,0,0
Parasitized,77.5,20,508,8216.5,0
Parasitized,131,13747,0,0,0
Parasitized,316,12422.5,0,0,0
Parasitized,30,16,13.5,31,19
Parasitized,208,10758,0,0,0
Parasitized,47,384.5,10,62,17378
Parasitized,63.5,12546,0,0,0
Parasitized,296,11438.5,0,0,0
Parasitized,107.5,5744.5,0,0,0
Parasitized,147.5,15455,0,0,0
Parasitized,214.5,9629.5,0,0,0
Parasitized,136,13716,0,0,0
Parasitized,93.5,7402.5,0,0,0
Parasitized,270.5,13427.5,0,0,0
Parasitized,159,15083.5,0,0,0
Parasitized,123,67,14544.5,0,0
Parasitized,10211,0,0,0,0
Parasitized,189,11657.5,0,0,0
Parasitized,139.5,8420,0,0,0
Parasitized,105.5,18022,0,0,0
Parasitized,27.5,6362,0,0,0
Parasitized,167,14448.5,0,0,0
Parasitized,232.5,161,18464.5,0,0
Parasitized,19,183,10633.5,0,0
Parasitized,169.5,10360.5,0,0,0
Parasitized,0,1.5,0.5,2.5,989.5
Parasitized,3005,0,0,0,0
Parasitized,204,8746.5,0,0,0
Parasitized,7561,0,0,0,0
Parasitized,874.5,11504,0,0,0
Parasitized,156.5,108.5,14483,0,0
Parasitized,3499.5,0,0,0,0
Parasitized,277.5,5874,0,0,0
Parasitized,123.5,147,8663.5,0,0
Parasitized,130.5,17316,0,0,0
Parasitized,223,7788.5,0,0,0
Parasitized,11190.5,0,0,0,0
Parasitized,134.5,9235.5,0,0,0
Parasitized,96.5,10448,0,0,0
Parasitized,53.5,135.5,13257,0,0
Parasitized,154.5,9803,0,0,0
Parasitized,186,13343,0,0,0
Parasitized,101.5,9870.5,0,0,0
Parasitized,9191.5,0,0,0,0
Parasitized,226.5,10157,0,0,0
Parasitized,5.5,8.5,17.5,23,23
Parasitized,112,6929,0,0,0
Parasitized,238.5,9318.5,0,0,0
Parasitized,66.5,12615.5,0,0,0
Parasitized,7338.5,0,0,0,0
Parasitized,117,9410,0,0,0
Parasitized,11224,0,0,0,0
Parasitized,111.5,12115.5,0,0,0
Parasitized,180,11,12368.5,0,0
Parasitized,74.5,140.5,7931.5,0,0
Parasitized,183.5,17721.5,0,0,0
Parasitized,16.5,126,12275,0,0
Parasitized,134,11123,0,0,0
Parasitized,6553,0,0,0,0
Parasitized,132.5,14083.5,0,0,0
Parasitized,13191.5,0,0,0,0
Parasitized,13.5,13,134,205,10453.5
Parasitized,121,6717,0,0,0
Parasitized,80,15219.5,0,0,0
Parasitized,324,331.5,10316,0,0
Parasitized,128.5,11375,0,0,0
Parasitized,13,29.5,29,11132,0
Parasitized,148,11,28,10245,0
Parasitized,129.5,16121,0,0,0
Parasitized,4771,0,0,0,0
Parasitized,14071.5,0,0,0,0
Parasitized,21.5,11650.5,0,0,0
Parasitized,117.5,161.5,181,8251,0
Parasitized,16408.5,0,0,0,0
Parasitized,248.5,11076,0,0,0
Parasitized,133.5,13290.5,0,0,0
Parasitized,5.5,16,1,0,15
Parasitized,267.5,4,51.5,9324.5,0
Parasitized,32.5,14981,0,0,0
Parasitized,128,164.5,9254,0,0
Parasitized,92,11418,0,0,0
Parasitized,366.5,60.5,10198.5,0,0
Parasitized,8.5,134.5,14232.5,0,0
Parasitized,110,8118,0,0,0
Parasitized,157.5,11636.5,0,0,0
Parasitized,31.5,134.5,169.5,12912,0
Parasitized,35.5,47,30.5,63.5,8598.5
Parasitized,1.5,1.5,3025.5,7976.5,10541.5
Parasitized,319,9781.5,0,0,0
Parasitized,11,14,130.5,120,14293
Parasitized,113.5,4,208.5,35,19.5
Parasitized,140,70.5,81.5,12760.5,0
Parasitized,373.5,7688,0,0,0
Parasitized,65.5,11544.5,0,0,0
Parasitized,147.5,12654,0,0,0
Parasitized,154.5,12928,0,0,0
Parasitized,141,9442.5,0,0,0
Parasitized,32.5,22.5,19,22.5,17966.5
Parasitized,78.5,9086.5,0,0,0
Parasitized,10998.5,0,0,0,0
Parasitized,193,10395.5,0,0,0
Parasitized,38,191,14687,0,0
Parasitized,8237,0,0,0,0
Parasitized,119,17947,0,0,0
Parasitized,5.5,192,84,13441,0
Parasitized,264.5,42,16202.5,0,0
Parasitized,331.5,5475.5,0,0,0
Parasitized,92.5,126,15661.5,0,0
Parasitized,0,3949.5,0,0,0
Parasitized,172.5,353,23.5,16925,0
Parasitized,276.5,37.5,11988,0,0
Parasitized,126,8850.5,0,0,0
Parasitized,142,13668.5,0,0,0
Parasitized,97.5,13512,0,0,0
Parasitized,21,25,250.5,10,174
Parasitized,287,14914.5,0,0,0
Parasitized,104,1,6701,0,0
Parasitized,69,25.5,10078.5,0,0
Parasitized,14859,0,0,0,0
Parasitized,136,10062.5,0,0,0
Parasitized,4,19.5,0,7746,0
Parasitized,176,14046,0,0,0
Parasitized,44.5,7,205,57,18692
Parasitized,379.5,7365.5,0,0,0
Parasitized,41,54.5,34,13919,0
Parasitized,15,235,11971.5,0,0
Parasitized,226.5,12539.5,0,0,0
Parasitized,205.5,9724.5,0,0,0
Parasitized,130,13212,0,0,0
Parasitized,7940.5,0,0,0,0
Parasitized,90.5,13967.5,0,0,0
Parasitized,7.5,52.5,14788,0,0
Parasitized,7914.5,0,0,0,0
Parasitized,161.5,16086.5,0,0,0
Parasitized,190.5,9715.5,0,0,0
Parasitized,14978,0,0,0,0
Parasitized,61.5,12677,0,0,0
Parasitized,176.5,10976,0,0,0
Parasitized,53.5,12301,0,0,0
Parasitized,121,188.5,11434,0,0
Parasitized,14206,0,0,0,0
Parasitized,194,10921,0,0,0
Parasitized,16,126.5,16460,0,0
Parasitized,168.5,10674.5,0,0,0
Parasitized,77.5,14281,0,0,0
Parasitized,368,212.5,47.5,25.5,148.5
Parasitized,117,10920.5,0,0,0
Parasitized,25.5,184.5,12238,0,0
Parasitized,29.5,11.5,175.5,12735,0
Parasitized,51.5,650.5,382,10901,0
Parasitized,13.5,506,21,7,95
Parasitized,68.5,11574.5,0,0,0
Parasitized,65.5,31,12229,0,0
Parasitized,483,12890,0,0,0
Parasitized,274.5,191,137.5,11543,0
Parasitized,147,16140.5,0,0,0
Parasitized,73.5,12537,0,0,0
Parasitized,16.5,195.5,52.5,12180,0
Parasitized,84,25,128,15311.5,0
Parasitized,76,10904,0,0,0
Parasitized,32.5,34,509.5,11736.5,0
Parasitized,132.5,10,12155.5,0,0
Parasitized,8.5,331,16605.5,0,0
Parasitized,26,126.5,15096.5,0,0
Parasitized,10948.5,0,0,0,0
Parasitized,25,149,30.5,13739,0
Parasitized,62.5,111.5,8900.5,0,0
Parasitized,0,26,279.5,18.5,15
Parasitized,135.5,14784,0,0,0
Parasitized,14022.5,0,0,0,0
Parasitized,22.5,87.5,25,39.5,291.5
Parasitized,3261,14,0,0,0
Parasitized,44,17922,0,0,0
Parasitized,9747.5,0,0,0,0
Parasitized,118.5,11895.5,0,0,0
Parasitized,120,14389.5,0,0,0
Parasitized,247,12032,0,0,0
Parasitized,70,11223,0,0,0
Parasitized,169,20612,0,0,0
Parasitized,89,71.5,12899,0,0
Parasitized,19,8.5,21,11.5,17
Parasitized,439.5,2,4519,0,0
Parasitized,36.5,138,15410,0,0
Parasitized,126,11712,0,0,0
Parasitized,323.5,2,28,10260,0
Parasitized,201,9903.5,0,0,0
Parasitized,47.5,11478,0,0,0
Parasitized,20,278,9526.5,0,0
Parasitized,68.5,142,13655,0,0
Parasitized,95,19713.5,0,0,0
Parasitized,5.5,6502.5,8922,0,0
Parasitized,0,12897,0,0,0
Parasitized,6073.5,0,0,0,0
Parasitized,380.5,6177.5,0,0,0
Parasitized,148.5,35,15896.5,0,0
Parasitized,333,65.5,24.5,4,40.5
Parasitized,192.5,74,11081.5,0,0
Parasitized,231.5,17.5,13961.5,0,0
Parasitized,19.5,337.5,2,46,30.5
Parasitized,73.5,9016,0,0,0
Parasitized,75,76,17307,0,0
Parasitized,31.5,226.5,2,5.5,4416
Parasitized,30.5,4,274,70,44
Parasitized,113.5,84.5,14003.5,0,0
Parasitized,187,321.5,14321.5,0,0
Parasitized,63,5,113,3.5,32
Parasitized,147,10306,0,0,0
Parasitized,134.5,34,13632.5,0,0
Parasitized,245.5,8875,0,0,0
Parasitized,18.5,50.5,19,306,53.5
Parasitized,44,15,107.5,14325,0
Parasitized,52,150,47.5,12891,0
Parasitized,146.5,15706.5,0,0,0
Parasitized,228,15541.5,0,0,0
Parasitized,26,95,92.5,137.5,8219
Parasitized,168,14405,0,0,0
Parasitized,142.5,128.5,11797.5,0,0
Parasitized,10513,0,0,0,0
Parasitized,187,13,199,14931.5,0
Parasitized,43.5,13372.5,0,0,0
Parasitized,197,10262,0,0,0
Parasitized,135,10328.5,0,0,0
Parasitized,100.5,11020.5,0,0,0
Parasitized,134.5,14617.5,0,0,0
Parasitized,12.5,6519,0,0,0
Parasitized,85.5,204.5,17572.5,0,0
Parasitized,0.5,5,2,1537,33.5
Parasitized,136,10963.5,0,0,0
Parasitized,17,210.5,9034,0,0
Parasitized,110.5,6664.5,0,0,0
Parasitized,10937,15654.5,0,0,0
Parasitized,2.5,0.5,17.5,10462.5,0
Parasitized,9.5,76.5,39.5,26,8492.5
Parasitized,56,145,5.5,37.5,7070
Parasitized,9231.5,0,0,0,0
Parasitized,197.5,79.5,89,11046,0
Parasitized,121.5,138,12908.5,0,0
Parasitized,78.5,7362.5,0,0,0
Parasitized,15,148,10129.5,0,0
Parasitized,7424,0,0,0,0
Parasitized,13521,0,0,0,0
Parasitized,135.5,9998,0,0,0
Parasitized,164.5,11295.5,0,0,0
Parasitized,5.5,86.5,11406.5,0,0
Parasitized,142.5,12013,0,0,0
Parasitized,181,11628.5,0,0,0
Parasitized,357.5,16809.5,0,0,0
Parasitized,305,8210.5,0,0,0
Parasitized,242.5,290,10295.5,0,0
Parasitized,114.5,18591,0,0,0
Parasitized,164,314.5,173,146,210
Parasitized,45,82.5,319.5,13068,0
Parasitized,80.5,9353.5,0,0,0
Parasitized,6,20,30,12927,0
Parasitized,8.5,85.5,17.5,288,13197.5
Parasitized,5.5,53.5,49.5,211,15291
Parasitized,109.5,20217.5,0,0,0
Parasitized,94.5,117,180,10831,0
Parasitized,40,7722.5,0,0,0
Parasitized,171,7605.5,0,0,0
Parasitized,218,14101.5,0,0,0
Parasitized,55,164,25,12465.5,0
Parasitized,120,9738,0,0,0
Parasitized,89.5,10338.5,0,0,0
Parasitized,222.5,10875,0,0,0
Parasitized,9200,0,0,0,0
Parasitized,118,11687.5,0,0,0
Parasitized,62.5,27,16493.5,0,0
Parasitized,236,10560.5,0,0,0
Parasitized,128.5,11396,0,0,0
Parasitized,168,12806,0,0,0
Parasitized,391,15,40,33,8510
Parasitized,756.5,13243,0,0,0
Parasitized,24.5,180,10163,0,0
Parasitized,141.5,10078.5,0,0,0
Parasitized,28,139,1004,128.5,245
Parasitized,136,94.5,11,208.5,2
Parasitized,47,168,11301.5,0,0
Parasitized,137,10806.5,0,0,0
Parasitized,16.5,12.5,112.5,58,153
Parasitized,36,86,8170,0,0
Parasitized,242,14369.5,0,0,0
Parasitized,196,203.5,14506,0,0
Parasitized,202.5,14037,0,0,0
Parasitized,168,10182,0,0,0
Parasitized,189,10068.5,0,0,0
Parasitized,27,10974,0,0,0
Parasitized,14,545.5,368,19,15138.5
Parasitized,122.5,15707,0,0,0
Parasitized,193.5,6685.5,0,0,0
Parasitized,47,222.5,7913.5,0,0
Parasitized,4,0.5,81,4556.5,276
Parasitized,17,4,276,419,13988.5
Parasitized,135.5,17949.5,0,0,0
Parasitized,118,15,229,12494.5,0
Parasitized,161,9069,0,0,0
Parasitized,223.5,9631.5,0,0,0
Parasitized,211,10315.5,0,0,0
Parasitized,103.5,255.5,195.5,14648.5,0
Parasitized,46,13,165.5,14391.5,0
Parasitized,101.5,91,72,12547.5,0
Parasitized,150.5,13481,0,0,0
Parasitized,137.5,230.5,12086.5,0,0
Parasitized,143,17112.5,0,0,0
Parasitized,2,276.5,92,256.5,11769
Parasitized,38,4,15.5,190,12249
Parasitized,374,14652.5,0,0,0
Parasitized,120,158.5,21,369,6357.5
Parasitized,116.5,63,46,12590.5,0
Parasitized,163,13554,0,0,0
Parasitized,10056,0,0,0,0
Parasitized,92.5,11182,0,0,0
Parasitized,249,27,0,15,2
Parasitized,262.5,16064.5,0,0,0
Parasitized,10906.5,0,0,0,0
Parasitized,8211.5,0,0,0,0
Parasitized,13804.5,0,0,0,0
Parasitized,95.5,10508,0,0,0
Parasitized,118,12789,0,0,0
Parasitized,205.5,10377.5,0,0,0
Parasitized,161.5,10417.5,0,0,0
Parasitized,235.5,310.5,9598.5,0,0
Parasitized,7946.5,9752.5,0,0,0
Parasitized,15,29.5,25331.5,0,0
Parasitized,143.5,9109.5,0,0,0
Parasitized,47,13625.5,0,0,0
Parasitized,140,14786.5,0,0,0
Parasitized,198.5,13221.5,0,0,0
Parasitized,253.5,9670,0,0,0
Parasitized,164,13617,0,0,0
Parasitized,222,201.5,5483,0,0
Parasitized,124,117.5,16.5,11878.5,0
Parasitized,11.5,1141,7,13,4
Parasitized,166.5,12039,0,0,0
Parasitized,137.5,10120,0,0,0
Parasitized,44.5,12444,0,0,0
Parasitized,172.5,14387.5,0,0,0
Parasitized,182,11,192.5,7268,0
Parasitized,183.5,12664,0,0,0
Parasitized,75,15685.5,0,0,0
Parasitized,149,15217.5,0,0,0
Parasitized,143,288.5,7,10379,0
Parasitized,22.5,11,5.5,0,24
Parasitized,2,11109,0,0,0
Parasitized,413,6674.5,0,0,0
Parasitized,221.5,172,598,9510.5,0
Parasitized,38.5,14313,0,0,0
Parasitized,199.5,9916.5,0,0,0
Parasitized,296,75.5,113.5,81.5,14369.5
Parasitized,24.5,2,19,136.5,16.5
Parasitized,231,9207.5,0,0,0
Parasitized,175,15134.5,0,0,0
Parasitized,82.5,120.5,13633.5,0,0
Parasitized,39,89.5,17161,0,0
Parasitized,298,72,25255,0,0
Parasitized,64.5,262.5,13216,0,0
Parasitized,232.5,7984,0,0,0
Parasitized,47.5,183,10633,0,0
Parasitized,115,106.5,16119,0,0
Parasitized,51,10908,0,0,0
Parasitized,16.5,12423.5,0,0,0
Parasitized,130.5,9.5,67,12750.5,0
Parasitized,164,60.5,11117,0,0
Parasitized,173,31,15780,0,0
Parasitized,9.5,78.5,227.5,1249,184
Parasitized,153,24.5,9511,0,0
Parasitized,166,15752,0,0,0
Parasitized,39.5,109,14117.5,0,0
Parasitized,13877.5,0,0,0,0
Parasitized,140,63.5,75.5,294.5,14
Parasitized,14878,0,0,0,0
Parasitized,127,11583.5,0,0,0
Parasitized,259.5,10,12.5,13338.5,0
Parasitized,177,10739,0,0,0
Parasitized,126,124,9857,0,0
Parasitized,71.5,16824,0,0,0
Parasitized,170,217,16510,171,283
Parasitized,94,89.5,11946.5,0,0
Parasitized,112,11909.5,0,0,0
Parasitized,299,14232.5,0,0,0
Parasitized,81,80.5,61.5,337.5,274
Parasitized,398.5,41.5,2,318,103.5
Parasitized,28.5,153,13322.5,0,0
Parasitized,235.5,126.5,144.5,71.5,58
Parasitized,109,33,4366.5,7273,0
Parasitized,151.5,14699.5,0,0,0
Parasitized,563.5,14528,0,0,0
Parasitized,121.5,11535.5,0,0,0
Parasitized,130.5,154.5,14683,0,0
Parasitized,121.5,9858.5,0,0,0
Parasitized,112.5,13112.5,0,0,0
Parasitized,61.5,16.5,11008,0,0
Parasitized,15,135,14215.5,0,0
Parasitized,359,12496.5,0,0,0
Parasitized,223.5,13426.5,0,0,0
Parasitized,17.5,44,5939.5,4,8918
Parasitized,7,727,79.5,0,15
Parasitized,123.5,51,8784,0,0
Parasitized,155.5,11443.5,0,0,0
Parasitized,7846.5,0,0,0,0
Parasitized,41,92.5,6923,0,0
Parasitized,105.5,14777,0,0,0
Parasitized,64,52.5,11038,0,0
Parasitized,29.5,56,13649,0,0
Parasitized,146,8851,0,0,0
Parasitized,8.5,278.5,13,720,2
Parasitized,254,20.5,13306,0,0
Parasitized,32,17463,0,0,0
Parasitized,202.5,28,115.5,8701,0
Parasitized,28.5,53.5,10525,0,0
Parasitized,2,358.5,148.5,14000.5,0
Parasitized,243.5,8346.5,0,0,0
Parasitized,12.5,11953.5,0,0,0
Parasitized,189,17180,0,0,0
Parasitized,5.5,5.5,16.5,33,33.5
Parasitized,305,7223,0,0,0
Parasitized,137,73.5,16848,0,0
Parasitized,187,6303,0,0,0
Parasitized,116.5,12471,0,0,0
Parasitized,55.5,284.5,409.5,32,269.5
Parasitized,60.5,9338.5,0,0,0
Parasitized,144,11642,0,0,0
Parasitized,80.5,0,974.5,67,596.5
Parasitized,134,199,8173,0,0
Parasitized,287,13652,0,0,0
Parasitized,150,7392.5,0,0,0
Parasitized,135.5,121.5,37.5,10673,0
Parasitized,125.5,12838,0,0,0
Parasitized,109,11146.5,0,0,0
Parasitized,42,42.5,29.5,202.5,11741
Parasitized,127.5,11153.5,0,0,0
Parasitized,295.5,7576,0,0,0
Parasitized,89,13977.5,0,0,0
Parasitized,10494.5,0,0,0,0
Parasitized,0,18.5,25,28.5,30.5
Parasitized,35.5,21.5,16545.5,0,0
Parasitized,34.5,11979,0,0,0
Parasitized,804,254.5,12997.5,0,0
Parasitized,147.5,43.5,17423.5,0,0
Parasitized,20,16.5,15357,0,0
Parasitized,131.5,116,56.5,10707,0
Parasitized,13311.5,0,0,0,0
Parasitized,54,34,14417.5,0,0
Parasitized,234.5,11401.5,0,0,0
Parasitized,113,107,13474,0,0
Parasitized,58,11.5,39,215,11629.5
Parasitized,9265,0,0,0,0
Parasitized,14153,0,0,0,0
Parasitized,257.5,165,14087.5,0,0
Parasitized,39.5,130.5,11251,0,0
Parasitized,179.5,66.5,11918,0,0
Parasitized,106,12270.5,0,0,0
Parasitized,129,23,5.5,17970,0
Parasitized,322,81,300,15046,0
Parasitized,139.5,12496,0,0,0
Parasitized,31.5,11466,0,0,0
Parasitized,150,12.5,13217.5,0,0
Parasitized,134.5,41.5,199.5,14237.5,0
Parasitized,11680.5,0,0,0,0
Parasitized,138.5,11539.5,0,0,0
Parasitized,162,194.5,8812.5,0,0
Parasitized,565,12327,0,0,0
Parasitized,68.5,215,12717,0,0
Parasitized,251,12452.5,0,0,0
Parasitized,187.5,11307.5,0,0,0
Parasitized,188,13009,0,0,0
Parasitized,21.5,2,50,144.5,9405.5
Parasitized,9642,0,0,0,0
Parasitized,205.5,18857.5,0,0,0
Parasitized,210,13625,0,0,0
Parasitized,38,1164,64,10,0
Parasitized,15420.5,0,0,0,0
Parasitized,14,47.5,14408.5,0,0
Parasitized,38.5,177.5,13419,0,0
Parasitized,14,1000,9884,0,0
Parasitized,106,20002.5,0,0,0
Parasitized,14.5,24.5,31.5,41,37
Parasitized,230,11649,0,0,0
Parasitized,229.5,13538,0,0,0
Parasitized,159,10048,0,0,0
Parasitized,41.5,15190.5,0,0,0
Parasitized,108,74.5,72.5,10273,0
Parasitized,251,13147,0,0,0
Parasitized,98.5,12731.5,0,0,0
Parasitized,70,219.5,178.5,339,12
Parasitized,383,10313.5,0,0,0
Parasitized,171,219.5,14502.5,0,0
Parasitized,11816,0,0,0,0
Parasitized,136,10843,0,0,0
Parasitized,70,109,10099,0,0
Parasitized,17256.5,0,0,0,0
Parasitized,14189,0,0,0,0
Parasitized,159,12147.5,0,0,0
Parasitized,24,125,10483,0,0
Parasitized,7,34.5,16,45,51
Parasitized,202,13027,0,0,0
Parasitized,10,148,11887.5,0,0
Parasitized,31,3609,0,0,0
Parasitized,139.5,13360,0,0,0
Parasitized,238.5,10457,0,0,0
Parasitized,177.5,10903,0,0,0
Parasitized,7623.5,0,0,0,0
Parasitized,147.5,10509,0,0,0
Parasitized,10661.5,0,0,0,0
Parasitized,149,9778,0,0,0
Parasitized,142.5,11945.5,121.5,0,0
Parasitized,170,9828,0,0,0
Parasitized,155,8181.5,0,0,0
Parasitized,139.5,16.5,118,349.5,9218
Parasitized,124.5,10753,0,0,0
Parasitized,117.5,103.5,10436,0,0
Parasitized,4.5,13300,0,0,0
Parasitized,10709.5,0,0,0,0
Parasitized,12,150.5,9.5,30.5,13106
Parasitized,43,136.5,11626.5,0,0
Parasitized,170.5,40.5,13519.5,0,0
Parasitized,76,14690.5,0,0,0
Parasitized,45,117,8635.5,0,0
Parasitized,131,19740.5,0,0,0
Parasitized,136.5,11037,0,0,0
Parasitized,86,77.5,13405.5,0,0
Parasitized,216,99,12530,0,0
Parasitized,426.5,8925.5,0,0,0
Parasitized,173.5,14378,0,0,0
Parasitized,86.5,12234.5,0,0,0
Parasitized,99.5,12816,0,0,0
Parasitized,59,28.5,16635,0,0
Parasitized,77,12005.5,0,0,0
Parasitized,167,23,176.5,14200.5,0
Parasitized,4,4,59,55.5,5.5
Parasitized,27,161,12753.5,0,0
Parasitized,40,76.5,9014.5,0,0
Parasitized,8.5,20.5,13230,0,0
Parasitized,7842,0,0,0,0
Parasitized,42,192.5,11670,0,0
Parasitized,8.5,145,615,4,2
Parasitized,164,91,8230,0,0
Parasitized,10008.5,0,0,0,0
Parasitized,156,70.5,13726,0,0
Parasitized,12.5,17.5,200.5,12546.5,0
Parasitized,179.5,10692.5,0,0,0
Parasitized,161.5,11558,0,0,0
Parasitized,9721,0,0,0,0
Parasitized,280,173,8374,0,0
Parasitized,10174,0,0,0,0
Parasitized,35.5,203.5,220,0,11106.5
Parasitized,343.5,9840.5,0,0,0
Parasitized,179,18742.5,0,0,0
Parasitized,110.5,12981,0,0,0
Parasitized,81,167,10066.5,0,0
Parasitized,10,9172,0,0,0
Parasitized,12260,0,0,0,0
Parasitized,184,12274.5,0,0,0
Parasitized,171,7880.5,0,0,0
Parasitized,147.5,9105,0,0,0
Parasitized,194,12920.5,0,0,0
Parasitized,8884.5,0,0,0,0
Parasitized,274.5,9379.5,0,0,0
Parasitized,35,29,25,200,13592
Parasitized,186.5,285,7362.5,0,0
Parasitized,190,15428.5,0,0,0
Parasitized,325.5,26,11804,0,0
Parasitized,146.5,13549,0,0,0
Parasitized,62.5,243.5,10295,0,0
Parasitized,167.5,11737,0,0,0
Parasitized,851.5,11328.5,0,0,0
Parasitized,162,7.5,12096,0,0
Parasitized,127,13374.5,0,0,0
Parasitized,133,11602.5,0,0,0
Parasitized,8.5,210.5,11256.5,0,0
Parasitized,12031.5,0,0,0,0
Parasitized,5.5,28.5,10019.5,0,0
Parasitized,26,10719,0,0,0
Parasitized,147,121.5,11530.5,0,0
Parasitized,104.5,59,15016,0,0
Parasitized,145,16655,0,0,0
