Title,Location,Company,Salary,Sponsored,Description
CH-Senior Statistical Programmer (SDTM),"Bengaluru, Karnataka",Covance,None,Sponsored,"Job Overview
Job Details
Creating SDTM Mapping specification/aCRFs.
Creation of SDTM datasets by SAS programming.
Create and review SDTM compliant annotated CRFs (aCRF).
Create define xml for submission Data (SDTM) and Validating it.
Create SDTM datasets based on the mapping specification/aCRFs using SAS.
Extensively use SDTM standards in order to Create Metadata and output SDTM SAS datasets.
Mapping data from different standards to client specific data standards using client’s internal tools based on SAS.
Running and analyzing the Interlinked SAS Datasets.
Author mapping specifications from source (raw) data to target (CDISC SDTM and/or sponsor Define standards).
Develop CDISC SDTM domains utilizing a data conversion tool.
Create data definition files and Case Report Forms annotated to CDISC SDTM.
Run and review Open CDISC reports.
Checking the production datasets with Open CDISC Validator.

Keywords/skills

SDTM Mapping, SAS Programming, MACROS, SAS Data Step Programming, Open CDISC, Specification Creation

Experience

6+ years of experience in programming in Clinical Domain

Additional Responsibilities

Responsibilities include (but are not limited to): execute and define processes related to setup and support of clinical and/or safety databases; create, present and support training and development of other Programmer Analysts; evaluate and provide feedback on Biometrics software and processes; and ensure effective methods for the design of Case Report Forms (CRFs).
Function as a subject matter expert for the DTP team, proactively sharing expertise with the team as well as colleagues in other functions
Lead the design and build of study databases or lead the study SAS programming activities or other Data Management related system
Perform all tasks to relevant Chiltern and/or Sponsor SOPs, ICH or other regulatory guidelines in DTP
Work in a timely manner in accordance with all the activities specified in the agreed study budget, proactively recommending improvements to the programming management team; and make the DTP and study team management aware of any out of scope activities
Provide guidance and training to Level 1 – 4 colleagues as well as new hires
Perform other duties as required by the Department

Education Requirements
Bachelor’s / Master’s degree in Biostatistics, Biotechnology, Statistics, Mathematics, Computer Science or related field of study plus a minimum of 6+ years of SDTM Programming, SAS programming or related experience.
Demonstrated knowledge or experience with: CRO, Life Sciences or Pharmaceutical company; leading programming activities in clinical research; Base SAS®; CDISC standards; FDA, EMA, ICH, GCP and local regulations; and Computer system validation concepts, methodology and its application in pharmaceutical environment.
Education/Qualifications
Degree in a mathematical, computing, life sciences, or related discipline
Experience
Minimum 6+ years of experience, or an equivalent combination of education and experience to successfully perform the key responsibilities of the job"
Analyst/Senior Analyst-Knowledge Services,"Bengaluru, Karnataka",Infosys,None,Sponsored,"Role Designation- Analyst/Senior Analyst

Responsibilities- Key Responsibilities:,•Completely own the Private Equity funds allotted ,•Tracking investments, divestments, drawdowns/ distributions and any income/expense related to the funds,•Monthly P&L reporting for the funds, preparation of fund expenditures packages and wire transfer requests,•Analyze and prepare expense allocations between multiple fund entities,•Prepare calculation of performance figures, waterfall calculations and others,•Complete month end close process along with all control checks and NAV calculations,•Prepare Financial Statements under IFRS and coordinate the audit on quarterly and annual basis,•Work on any system upgrades including data migration and testing,•Prepare workings for annual tax statements,•Detailed upkeep of all investor related data including joining/ leaving and any what-if analysis based on respective fund rules,•Address ad hoc requests as neede

Technical and Professional Requirements- Domain expertise,•0 - 2 years of accounting work experience, Private Equity accounting experience is a bonus, hedge fund experience will also be a plus,•Fundamental knowledge of IFRS and US GAAP,•Good working knowledge of MS Excel with an ability to create charts/pivot tables, knowledge of macros,Required Soft skills:,•Good written & oral communication skills,•Strong analytical skills,•Ability to multitask,Other requirements:,•Valid passport

Educational Requirements: MBA
Service Line: Unit-IL-Management Consulting Services"
Clinical Data Analyst,"Bengaluru, Karnataka",MS Clinical Research (P) Ltd,None,Sponsored,"To work as a clinical data analyst,good knowledge in Excel and 'R' software is a must.. In addition, internship experience of collecting, compiling, and analyzing databases accurately is also needed. Further, knowledge of database programming, attention to detail, and excellent communication skills in English is a must.
Job Type: Full-time
Experience:
work: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Bengaluru, Karnataka (Required)
Language:
English (Required)"
Vendor Master Data Analyst,"Bengaluru, Karnataka",Hexion Inc.,None,Sponsored,The Vendor Master Data Analyst is part of a global team who establishes and follows procedures that maintain the integrity of data for Master Data in SAP. These procedures allow business objectives to be met and to be compliant to (regional) Government regulations and Hexion regulations. The Master Data Analyst role is the key for setting up a good foundation for further execution of the business processes.
Data Analyst,"Bengaluru, Karnataka",Awign,"₹5,00,000 - ₹8,00,000 a year",Organic,"Job Summary
We are looking for a result driven and aggressive individual to take up the role of Analyst for the Client Engagement Team. As part of this role, you would:
1. To work closely with Key Account Managers to setup reporting structures and Infras for ongoing projects/clients.
2. To run detailed analysis on project level data to generate additional insights for clients in form of analytical dashboards.
3. To build trackers for monitoring project health, departmental/employee performance, etc.
4. To run sanity/quality checks on the Execution data (output) and client data (input).
In a nutshell, the individual will take up complete responsibility for building reports, quality checks on the reports and improvements in structures.
Required Experience and Qualifications
1. Overall experience – 1-4 years.
2. Deft at using spreadsheets, app script, any analytics tool (Power BI, Klipfolio, etc) and other data management softwares.
3. Prior experience in using analytics and dashboarding tools is a must.
4. Experience of working in a startup is preferred.
5. Should have good verbal and written communication skills (Both English and Hindi).
Job Type: Full-time
Salary: ₹500,000.00 to ₹800,000.00 /year
Experience:
work: 1 year (Preferred)
Education:
Diploma (Preferred)
Location:
Bengaluru, Karnataka (Preferred)
Language:
Hindi and English (Preferred)"
Bioinformatics Analyst,"Kothrud, Pune, Maharashtra",Arraygen Technologies Pvt. Ltd.,None,Organic,"Responsibilities and Duties
Role: -
You will be a part of current development team and will play a part developing applications as a part of internal products or business requirement.
Required Experience and Qualifications
Background in Bioinformatics, bioinformatics tools and biological data mining and analysis,
Handling Linux platform or SHELL scripting Programming skills in any of the programming languages C , PERL, JAVA,Client-facing and client interaction
Job Type: Full-time
Salary: ₹10,000.00 to ₹15,000.00 /year
Experience:
work: 1 year (Preferred)
Education:"
Data Analyst,"Delhi, Delhi",Trio Talent Search,None,Organic,We are looking for Data Analyst who can perform data analysis and data profiling Qualification-Pursuing CA or Post Graduate Degree - MBA regular -Understanding of Operational Data Store and Data Warehouse Ability to understand Data Sourcing Requirements Experience in developing and implementing data quality checks Responsible for preparing high level MIS reports for the management Preparation of supporting reports for monthly MIS Excellent with Advance Excel Management of various databases and reports Advance Excel MIS Reports handling Provide insights analytics on drivers impacting Service Levels…
Data Analyst,"Bengaluru, Karnataka",Smiths BIS,None,Organic,"Location
India, Bangalore
Function
Info Systems & Technology

Job Description
Working within Smiths BIS helping to drive the adoption of a centralised standard of analytics solutions across Smiths Group and its divisions.
Working as a resolver group and part of Smiths BIS - designing innovative Analytics solutions as part of the “Data Analytical Team”.
Roll out business solutions that enable Smiths to achieve the ‘minimum capability’ vision set by the Director of Applications and Analytics.
Help to build and maintain operating models that optimise onshore and offshore resourcing to create the maximum value for Smiths Group. (known internally as Strategic Managed Services)
Support the Smiths Excellence Systems KPIs for data entry and key business visualizations.
Duties & Responsibilities
Responsible for data entry and maintaining business critical visualisations
Responsible for maintaining and helping to design / develop analytical tools and models within Smiths BIS.
Responsible for maintaining integration of data sources with existing Smiths tools and processes.
Help to build, test and deliver new analytics / models using the new data sets as required to underpin each use case.
Ensure each analytics solution meets the business requirements and delivery business insight from the data.
The Individual
University Degree
A good understanding of data Security and privacy technologies.
Experience in working with offshore and onshore support model.
Experience in working with information technology.
Experience in BI tools (PowerBI, Tableau, QlickView etc.)
Data Lake experience (nice to have);
Cloud BI experience could be an asset
Strong Written and verbal communication skills.
A team player."
MIS Data Analyst,"Delhi, Delhi",Agam India Industries,"₹18,000 - ₹32,000 a month",Organic,"Job Profile
MIS Data Analyst Jobs In Delhi, Delhi
Job Type
Skilled Job
Contact Person
Ashish Sharma
Qualification
Graduation
Gender
both
Salary
INR 18000-32000
Address
Delhi
City
Delhi
Country
India
Preferred Location
Delhi, India
Industry
Retail / Export Import / Trading
Job Description
RETAIL EXPERIENCE MANDATORY

He/she will be responsible for creating daily/ weekly / monthly MIS reports for
the sales channels / brands.
He/ She should be comfortable with working on extensive data and using excels (pivot/ vlook up) to
deliver reports as per expected timelines.
He/she will also be required to support team in creating ad hoc presentations/reports.
He/She will be responsible for PO generation, Replensihment allocations.
He/She would be responsible for Sales & Product analysis

In addition the incumbent should also have good verbal and written communication skills

Qualification & Experience-

Graduate
Proficient in MS office (Excel/ PowerPoint etc)
Minimum experience of 0-3 years as MIS executive/ Retail Analyst.
RETAIL EXPERIENCE MANDATORY

Salary: INR 2,00,000 - 4,00,000 PA.
Industry:Retail, Wholesale
Functional Area:Analytics & Business Intelligence
Role Category:Analytics & BI
Role:Data Analyst
Employment Type: Permanent Job, Full Time

Other Keyskills
excel powerpoint retail report generation mis reporting product analysis Advanced Excel Senior MIS Executive MIS Executive Retail Analysis retail reporting

Education-
UG: Any Graduate - Any Specialization"
Business Analyst,"Kochi, Kerala",WEB INDIA SOLUTIONS,"₹15,000 - ₹18,000 a month",Organic,"Job Summary
Identifying, defining and documenting business needs and objectives
Ensuring the system design is perfect as per the needs of the users
Full Project co-ordination and client interaction.
Good Communication and Presentation skills is must
Experience in IT firms as Business Analyst
Understanding the IT business requirements,
Manage multiple tasks at once to meet demanding deadlines
Leading and Motivating Team Members.
Should have 1-3 years experience as Business Analyst in Software development firm
Join immediately
Job Type: Full-time
Salary: ₹15,000.00 to ₹18,000.00 /month
Industry:
IT Operations & Helpdesk"
Clinical Data Analyst – I – PAREXEL International,"Hyderabad, Telangana",Indian Pharma Resources,None,Organic,"Job Description
Key Accountabilities
Assume the ability to meet the requirements of a CDA I with a high degree of proficiency and autonomy
Take responsibility for specific tasks on projects, or acts as the main CDA contact on individual projects
Train team members on selected tasks
Prepare Data Cleaning Specification
Review the Data Validation Specification prepared by the Technical Analyst in GTS
Develop or provide input to project specific guidelines, e.g. SAE handling.
Initiate the running of study specific programs
Utilize current study documentation including protocol, Case Report Forms (CRFs), cleaning guidelines etc.
Conduct in-house data review,
Generate and close queries or apply self evident corrections to the data according to the relevant guidelines
Identify and report protocol violations
Manual and Patient Profile review, issue queries
Conduct reconciliation of SAEs, send out queries as required and notify relevant Safety Groups of possible issues for their action
Track and integrate queries
Perform clinical coding if appropriate to role within the project team
If required liaise with 3rd party vendors to clean electronic data
Ensure all documents coded for submission to central files
Lock site(s) within EDC system – remove user’s data modification privileges Interact with site (via mail) as required Perform early and final database QC activities
Update all relevant tracking system on an ongoing basis
Inform responsible CDA Coordinator of work status regularly
Keep Manager informed about work progress and any issues to avoid surprises. Requires some interaction / supervision by Manager or assigned mentor.
Skills
Good computer skills including but not limited to the knowledge of Clinical Trial/Data Management Systems, PMED, knowledge of MS-Office products such as Excel, Word
Sound awareness of all relevant regulations, including GCP
Ability to successfully work in a (virtual) team environment
Client focused approach to work If required, knowledge of medical terminology and awareness of coding dictionaries (e.g. MedDRA & WHODRUG)
Effectively applies knowledge to provide advice or solutions based on expertise Offers support and constructive feedback to project team members
Seeks opportunities to develop experience and knowledge
Ability to organize and plan tasks
Excellent interpersonal, verbal and written communication skills Must be able to work independently but seek guidance when necessary, escalating issues as required
Sense of urgency in completing assigned tasks Meticulous attention to detail
Effective time management in order to meet daily metrics or team objectives
Shows commitment to and performs consistently high quality work
Willing and able to travel as required local or international
Education
Bachelors degree and / or other medical qualification or relevant DM experience
Language Skills
Competent in written and oral English
Minimum Work Experience
Previous data management experience preferred, or clinical and / or research experience with solid understanding of clinical trials methodology and terminology."
Junior Data Analyst,"Mumbai, Maharashtra",Cognizant,None,Organic,"Team Lead - CDM/PV

Qualification:
Graduate/Post Graduate/ Doctorate degree in life sciences/Pharmacy/Medical sciences/Registered Nurse

Responsibility:
Business/ Customer:

Minimal Customer interaction under guidance.
Understands Domain Process/sub process, functions, terminologies (such as SOP, QC checklists).
For PV/Complaints Management Individuals in this role perform data entry of data received from Source documents into the respective Clinical/Safety database While peroforming this activity the associate is responsible for meeting turnaround times and accuracy.
These associates are usually used to handle more critical/senitive transactions.

CODING:
(same as PE)
Perform coding activities on the assigned project with timelines and efficiency.
â€¢ Import uncoded terms in database and export coded medical terms from coding platform.
â€¢ Query Management.
â€¢ Create â€œNew Term Requestâ€ and prioritize.
â€¢ Perform Dictionary upversioning activity as and when required.

CDM:
Performs Migrations / Set up / Close out activities apart from Study Conduct activities under supervision and quality checks from Team Lead.
May do the Peer QC of the TJDA activities.
Generates all study related reports, status updates, and carries out all study related email conversation and communication with internal stakeholders and Client.

Project / Process:
Attempts Complex problems (procedures/processes) and refers to Supervisor/Line Manager in rare cases.
Handle first level processing of transactions.
Adhere to quality requirements, achieve targets/volumes in given TAT(Turn around time).
Proactively identify issues.
Contribute to process improvement initiatives.
Identify and report process changes.
Adhere to the mandatory industry regulation and compliance requirements for the given process.

Knowledge Management:
Update Process documentation as appropriate for the process under guidance.
Participate in knowledge transfer.

People/Team Management:
Adhere to org hygiene and compliance needs in terms of.
a Personal Utilization & Time sheet submission.
b Personal and new hire Assimilation.
c Attendance.
d Team Initiatives.
Collate team performance metrics.
Manage break schedule/transport logistics for the team in the absence of his/her supervisor.
Domain Skills
SNo
Primary Skill
Proficiency Level *
Rqrd./Dsrd.

1
Pharmacovigilance&Safety Ops
NA
Desired

2
PV Case Processing
NA
Desired

Proficiency Legends
Proficiency Level
Generic Reference

PL1
The associate has basic awareness and comprehension of the skill and is in the process of acquiring this skill through various channels.

PL2
The associate possesses working knowledge of the skill, and can actively and independently apply this skill in engagements and projects.

PL3
The associate has comprehensive, in-depth and specialized knowledge of the skill. She / he has extensively demonstrated successful application of the skill in engagements or projects.

PL4
The associate can function as a subject matter expert for this skill. The associate is capable of analyzing, evaluating and synthesizing solutions using the skill.

Employee Status : Full Time Employee
Shift : Day Job
Travel : No
Job Posting : Jun 14 2019
About Cognizant
Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 195 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us on Twitter: Cognizant."
Data Researcher I - MBA Fresher,"Hyderabad, Telangana",S&P Global,"₹3,54,979 a year",Organic,"As a part of team you will deliver and maintain accurate, complete and timely data sets while taking into account the business units global interests and needs internally & externally.
As a Data Researcher I, you will support the integrity and comprehensiveness of the data set by utilizing internal & external public research sources such as government & regulatory documents, stock exchanges, industry journals, analyst reports as well as information databases and our internal research tools to collect, summarize, and synthesize relevant information. Hence you will gain exposure to different reports of covered Industries, while having frequent interaction with global analysts to learn the industry dynamics and create a symbiotic work culture.
What’s in it for you?
This position is an excellent stepping stone to understand Industry dynamism, that will allow you to gain a comprehensive understanding of the industry through financial reporting standards, and enable you to learn facets of the assigned industry, and as well as apply this knowledge to your daily responsibilities.
Key Responsibilities:
Process data (Financial or Non-Financial, depending on the process selected for) and apply it in an accurate manner to the database using technical and financial knowledge
Collection, Standardization and validation of corporate annual, semi-annual or quarterly financial data from companies; published reports.
Deliver on predefined individual and team targets including delivering outcomes with quality and excellence.
Will work within parameters and with supervision to ensure quality and performance to set standards.
Keeps up-to-date in knowledge of content sets. Builds industry knowledge by understanding industry trends and reporting standards
Provides input and ideas for new collection methods and product enhancements related to the covered content sets.
Troubleshoots problems or issues and provide support to the team.
What we look for:
Strong finance or accounting specialization.
The candidate should be willing to work in rotational night shifts. Ability to multi-task and work in a team environment, while following flexible schedule to meet deadlines.
Effective communication skill (written & Verbal) and sound computer skills are the pre requisites for the positions.
Comfortable taking initiative and demonstrating resourcefulness
Strong attention to detail and persistent approach to work
Strong quantitative, analytical and interpretive skills
Basic Qualifications:
PGDM/MBA/M.Com
Streams Eligible – Any Stream with Finance as Major or Minor subject
Well versed with Internet searching and Microsoft Office
Ability to prioritize, multi-task, and deliver with regard to fast deadlines
An inquisitive and investigative nature.
A Positive attitude, strong interest in research, flair for writing and an eye for detail.
Ability to interact with many levels and to face and deal with issues in a mature and professional manner
Minimum and Preferred Experience:
0-2 years of experience
About S&P Global:

At S&P Global Market Intelligence, we know that not all information is important—some of it is vital. Accurate, deep and insightful. We integrate financial and industry data, research and news into tools that help track performance, generate alpha, identify investment ideas, understand competitive and industry dynamics, perform valuation and assess credit risk. Investment professionals, government agencies, corporations and universities globally can gain the intelligence essential to making business and financial decisions with conviction.
S&P Global Market Intelligence is a division of S&P Global (NYSE: SPGI), which provides essential intelligence for individuals, companies and governments to make decisions with confidence. For more information, visit www.spglobal.com/marketintelligence
“S&P Global is an equal opportunity employer committed to making all employment decisions on the basis of merit, capability and equality of opportunity, and without regard to race/ethnicity, gender, pregnancy, gender identity or expression, color, creed, religion, national origin, age, disability, marital status (including domestic partnerships and civil unions), sexual orientation, military veteran status, unemployment status, or any other basis prohibited by federal, state or local law, or any other characteristic that has no bearing on a person’s ability to perform his or her job.
Only electronic job submissions will be considered for employment. If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person.”
Compensation: -
During probation period (first 6 Months) the CTC for the selected candidates will be INR 2,93, 577 per, post which the CTC will be INR 3,54,979 per annum."
Data Science Analyst,"Bengaluru, Karnataka",DELL,None,Organic,"Data Analyst

Competitive salary

Bangalore

Dell provides the technology that transforms the way we all work and live. But we are more than a technology company — we are a people company. We inspire, challenge and respect every one of our over 100,000 employees. We also provide them with unparalleled growth and development opportunities. We can’t wait for you to discover this for yourself as a [Data Analyst] on our [Business Support] team in [Bangalore].

Data Science is all about breaking new ground to enable businesses to answer their most urgent questions. Pioneering massively parallel data-intensive analytic processing, our mission is to develop a whole new approach to generating meaning and value from petabyte-scale data sets and shape brand new methodologies, tools, statistical methods and models. What’s more, we are in collaboration with leading academics, industry experts and highly skilled engineers to equip our customers to generate sophisticated new insights from the biggest of big data.
Key Responsibilities
Max 5 - 7 bullet points with a small introduction.

Essential Requirements
Max 5 - 7 bullet points (key education must be included in this section).

Desirable Requirements
Max 0 - 5 bullet point of requirements that may be helpful, but not necessary

Benefits
We offer highly competitive salaries, bonus programs, world-class benefits, and unparalleled growth and development opportunities — all to create a compelling and rewarding work environment.

If you share our passion for data and you’re keen to play a key role in driving progress, this is your opportunity to develop with Dell.

Closing date: xx xxxxxxxxx 20xx.

Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics. Learn more about Diversity and Inclusion at Dell here."
Business Analyst,"Mumbai, Maharashtra",MoneyGram,None,Sponsored,"MoneyGram International now requires a Business Analyst in Mumbai to be the liaison among stakeholders in order to elicit, analyze, communicate, and validate requirements for changes to business processes, policies, and possibly information systems. As the Business Analyst you understand and analyze business processes and opportunities in the context of the requirements and recommend solutions that enable the organization to achieve its goals. The Business Analyst must clearly understand project change management and how the role plays a key piece in the change management process. You must also be able to fulfill basic project management responsibilities throughout the project lifecycle.
Primary Responsibilities

Independently initiates, identifies and coordinates the analysis of business needs in project areas.
Interfaces or liaison between business owners/users and development project teams to determine, communicate and validate business requirements.
Supports projects by understanding business needs, opportunities, problems, impacts, risks, and presents and agrees to recommended solutions.
Understands, gathers, and defines requirements of all types, and documents with process flows and diagrams.
Writes detailed business requirements, functional specifications and, when involved in project teams using an iterative development methodology.
Identifies and communicates requirement/scope issues.
Ties the strategic objectives to the project and quickly demonstrates a detailed understanding of the business, and be able to help determine solutions to problems.
Identifies opportunities for increasing business efficiency through improved manual and automated process systems.
Understands business processes and products for assigned business functions and the relationships between those processes and information systems, including the impact of system changes to business processes.
Determines the impact of system change to the business and vice versa.
Builds consensus among stakeholders, often recapping direction and decisions made.
Applies logic to conflict management and issues.
Maintains user confidence and protects operations by keeping information confidential.
Supports a variety of applications, sites, and departments.
Assists in facilitating User Acceptance Testing or derive test strategy in creating and reviewing test cases.
Communicates risks and ensures understanding of these risks.
Provides on-going project management and status reporting at all levels.
Creates and maintains project schedules by developing project plans and functional specifications, estimating time requirements, establishing deadlines, monitoring milestone completion, and tracking all phases of the project lifecycle.
Provides timely reporting of issues that impact project progress, coordinating actions, and resolving conflicts.
Conducts project meetings with project team(s) regularly to review project deliverables and deadlines.
Performs other duties as assigned."
Oper Systems Analyst 3,"Bengaluru, Karnataka",Wells Fargo,None,Sponsored,"Wells Fargo & Company (NYSE: WFC) is a leading global financial services company with $2.0 trillion in assets and offices in over 37 countries. Founded in 1852 and headquartered in San Francisco, Wells Fargo provides asset management, capital raising and advisory, financing, foreign exchange, payments, risk management, and trade finance services to support customers who conduct business in the global economy. At Wells Fargo, we want to satisfy our customers’ financial needs and help them succeed financially. We also value the viewpoints of our team members and encourage them to be their best. Join our diverse and inclusive team where you will feel valued and inspired to contribute your unique skills and experience. We are looking for talented people who will put our customers at the center of everything we do. Help us build a better Wells Fargo. It all begins with outstanding talent. It all begins with you. Learn more at our International Careers website.

Market Job Description
About Enterprise Global Services
Enterprise Global Services (EGS) enables global talent capabilities for Wells Fargo Bank NA., by supporting over half of Wells Fargo's business lines and staff functions across Technology, Business Services, Risk Services and Knowledge Services. EGS operates in Hyderabad, Bengaluru and Chennai in India and in Manila, Philippines. Learn more about EGS at our International Careers website.

Department Overview
The Enterprise Technology Infrastructure (ETI) team is responsible for enterprise-wide infrastructure services across the global footprint, including networking, production services, storage, data centers, mainframe, midrange and Cloud-based systems, distributed systems, and international infrastructure.

About the Role
Provides technical consultation and support associated with operating systems. Provides complex analysis of
systems software and hardware requirements to determine operating systems specifications and
customizations.May design sub systems and system integrations. Provides the strategy and design to build a
utility for systems programming tasks required for installations, configurations, upgrades and testing.
Develops new documentation, participates in the development of departmental technical procedures and
designs user support guides. Consults with management and recommends process and procedure
improvements. As an escalation point for operating system support and troubleshooting, provides guidance
and direction to less experienced staff in resolution of escalated issues and/or complex production,
application or system problems. Leads projects, including assignment of tasks, and provides direction and
guidance to less experienced staff. Assures quality, security and compliance requirements are met for
supported area and oversees updating and testing of the business continuation plan.
Responsibilities:
1]Administration of the UNIX and Linux environments including validating environmental health and providing day-to-day support is a key area of responsibility.
2]This individual will perform day to day operations, projects, planning and execution activities on Red-Hat and Sun Solaris Systems & Puppet.
3]The Wells Fargo Securities business is very dynamic with many un-anticipated changes. Deriving solutions in close partnership with the line of business and being ‘quick-on-one’s-feet’ is a needed trait for this position.
4]Versatility is key measure to the success of this position. Candidates that demonstrate versatility between flavors of UNIX/Linux mentioned as well as in the areas of Veritas Storage Foundation with HA, Storage Management, Performance Management, Database management, Puppet management will succeed in this position.
5]Patching and updating firmware of the UNIX and Linux environments and validating environmental health afterwards as well as including communication before and after with the application teams whose servers are being worked on.
Essential Qualifications
Total Work Experience 5+ Years Relevant Work Experience 5+ Years
Strong RHEL & Solaris , RHEL Cluster , Puppet/Ansible , Scripting – Shell / Perl / Python
Shift & Support : Must be flexible to extend at times to fix issues on critical servers till closure ,16/7 Support -Morning & Afternoon rotational shifts & weekly offs.

Desired Qualification
Patching and updating firmware of the UNIX and Linux environments and validating environmental health afterwards as well as including communication before and after with the application teams whose servers are being worked on.

Market Skills and Certifications
Total Work Experience 5+ Years Relevant Work Experience 5+ Years
Strong RHEL & Solaris , RHEL Cluster , Puppet/Ansible , Scripting – Shell / Perl / Python
Shift & Support : Must be flexible to extend at times to fix issues on critical servers till closure ,16/7 Support -Morning & Afternoon rotational shifts & weekly offs
We Value Diversity
At Wells Fargo, we believe in diversity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national or ethnic origin, age, disability, religion, sexual orientation, gender identity or any other status protected by applicable law. We comply with all applicable laws in every jurisdiction in which we operate.
Region
APAC"
CH-Senior Statistical Programmer (SDTM),"Bengaluru, Karnataka",Covance,None,Sponsored,"Job Overview
Job Details
Creating SDTM Mapping specification/aCRFs.
Creation of SDTM datasets by SAS programming.
Create and review SDTM compliant annotated CRFs (aCRF).
Create define xml for submission Data (SDTM) and Validating it.
Create SDTM datasets based on the mapping specification/aCRFs using SAS.
Extensively use SDTM standards in order to Create Metadata and output SDTM SAS datasets.
Mapping data from different standards to client specific data standards using client’s internal tools based on SAS.
Running and analyzing the Interlinked SAS Datasets.
Author mapping specifications from source (raw) data to target (CDISC SDTM and/or sponsor Define standards).
Develop CDISC SDTM domains utilizing a data conversion tool.
Create data definition files and Case Report Forms annotated to CDISC SDTM.
Run and review Open CDISC reports.
Checking the production datasets with Open CDISC Validator.

Keywords/skills

SDTM Mapping, SAS Programming, MACROS, SAS Data Step Programming, Open CDISC, Specification Creation

Experience

6+ years of experience in programming in Clinical Domain

Additional Responsibilities

Responsibilities include (but are not limited to): execute and define processes related to setup and support of clinical and/or safety databases; create, present and support training and development of other Programmer Analysts; evaluate and provide feedback on Biometrics software and processes; and ensure effective methods for the design of Case Report Forms (CRFs).
Function as a subject matter expert for the DTP team, proactively sharing expertise with the team as well as colleagues in other functions
Lead the design and build of study databases or lead the study SAS programming activities or other Data Management related system
Perform all tasks to relevant Chiltern and/or Sponsor SOPs, ICH or other regulatory guidelines in DTP
Work in a timely manner in accordance with all the activities specified in the agreed study budget, proactively recommending improvements to the programming management team; and make the DTP and study team management aware of any out of scope activities
Provide guidance and training to Level 1 – 4 colleagues as well as new hires
Perform other duties as required by the Department

Education Requirements
Bachelor’s / Master’s degree in Biostatistics, Biotechnology, Statistics, Mathematics, Computer Science or related field of study plus a minimum of 6+ years of SDTM Programming, SAS programming or related experience.
Demonstrated knowledge or experience with: CRO, Life Sciences or Pharmaceutical company; leading programming activities in clinical research; Base SAS®; CDISC standards; FDA, EMA, ICH, GCP and local regulations; and Computer system validation concepts, methodology and its application in pharmaceutical environment.
Education/Qualifications
Degree in a mathematical, computing, life sciences, or related discipline
Experience
Minimum 6+ years of experience, or an equivalent combination of education and experience to successfully perform the key responsibilities of the job"
Data Science modelers,"Bengaluru, Karnataka",Infosys,None,Sponsored,"Role Designation- Lead Analyst - Data Science

Responsibilities- 1. Document simple as-is customer processes,2. Appreciate the context of customer requirements from specific engagements,3. Align our deliverables to customer requirements,4. Responsible for successful delivery of Advanced Analytics solutions and services in client consulting environment; experience in optimization (linear, mixed integer, constraint programming), simulation, and/or predictive analytics using AAO tools, such as SAS or SPSS.,5. Define key business problems to be solved; formulate mathematical approaches and gather data to solve those problems, develop, analyze/draw conclusions and present to client.,6. Assist clients in identifying type of analytics and management data that will directly relate to improving clients' market share or any other measure client is addressing. ,7. Identify the differentiators, map them to present-day environment, and then design an improvement plan.,8. Discover new opportunities to optimize the business through analytics and statistical modeling.,9. Oversee all aspects of analytics and business intelligence projects.,10. Develop and maintain reporting and analytical tools, including Business Objects

Technical and Professional Requirements- Education and experience:,• 5-8 years of experience,• Prefer PhD or Master’s degree in Statistics, Mathematics, Engineering, Commerce, Science ,• Domain experience in Retail/Finance/Supply Chain or/and Marketing will be an added bonus,• Exposure to US/ overseas markets is preferred,Domain / Technical /Tools Knowledge:,• Proficiency with statistical analysis tools (e.g., SAS, SPSS, R),• Hands on experience in Statistical Techniques such as Decision Tree, Segmentation, Logistic and Multiple Regression, and others,• Experience of Campaign Management and Customer Segmentation is desirable,• Strong Excel, Access and PowerPoint skills ,• Familiarity with database query tools (SQL),• Basic understanding of data warehouse architecture,* Location of Posting is subject to business requirements.

Educational Requirements: MSc , BE , BSc
Service Line: Unit-IPS-Data & Analytics Unit"
