Title,Location,Company,Salary,Sponsored,Description
Cloud Operations Engineer,"Bengaluru, Karnataka",iManage.com,None,Organic,"What Will You be Working On?
As part of the global Cloud Operations Engineering team, you will have the opportunity to build and manage multiple best-in-class data centers across the globe with complex deployments and cutting-edge technologies. You will be required to work on challenging problems and develop innovative solutions around automation, scalability, process improvement and security. You will need the ability to think out-of-the-box to diagnose issues and arrive at their root cause. You need to be a self-starter with the ability to initiate and complete projects quickly and effectively, working with a 24x7x365 team of global engineers. You should be willing to travel globally as and when needed.
Requirements
Extensive knowledge of working in a 24x7 datacenter hosting environment supporting 3-tier applications.
Strong background in installing configuring and supporting Windows/IIS/MS-SQL environments.
Experience with highly available and scalable systems.
Experience managing both Windows and Linux environments with basic proficiency in Linux (Ubuntu)
Strong verbal, written and presentation skills with the ability to effectively interact with internal and external business partners.
Basic to intermediate knowledge of networking and common firewall technologies (IPSEC VPN, NAT, IDS, etc)
Bachelors degree in Engineering or Computer Science (or equivalent experience)
Technical Proficiencies
Strong Application Support skill with Windows/IIS/MS SQL products
Strong experience working in virtualized environments (VMWare/IaaS ()
Well versed in at least one scripting language for automation (Python/Powershell)
Well versed in at least one public cloud technology: AWS, Azure, OpenStack
Experience with at least one configuration management platform (SaltStack/SCCM/DSC)
Familiarity with containerization/clustering technologies like Docker, Mesos, Spark, Storm etc. preferred
Familiarity with Search & indexing technologies like ELK stack preferred
Experience working with NoSQL databases like MariaDB, Cassandra etc.
About iManage
iManage transforms how professionals in legal, accounting and financial services get work done by combining the power of artificial intelligence with market leading document and email management. iManage automates routine cognitive tasks, provides powerful insights and streamlines how professionals work while maintaining the highest level of security and governance over critical client and corporate data. Over one million professionals at over 3,000 organizations in over 65 countries – including more than 2,000 law firms and 500 corporate legal departments – rely on iManage to deliver great client work.
Learn more at: www.imanage.com"
Lead Data Engineer,"Bengaluru, Karnataka",Société Générale Securities Services,None,Organic,"Environnement
Societe Generale Global Solution Centre (SG GSC), a 100% owned subsidiary of European banking major Societe Generale (SG), Our role and purpose is to enable the strategic vision of Societe Generale Group. We are doing this by pioneering cutting edge innovation from Design Thinking to Smart Automation & Artificial Intelligence, and applying it to banking.
SG Global Solution Centre provides services in the areas of Application Development and Maintenance, Infrastructure Management, Business Process Management, and Knowledge Process Management, to Societe Generale's business lines around the world.
“We are committed to creating a diverse environment and are proud to be an equal opportunity employer. All qualified applicants receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status”.

Role:

Able to provide BigData solutions

Participate in the translation into technical specifications

Get operating rules of the development environment

Code / set and document your work

Perform Integration of the platforms in the SG SI in compliance with the standards and procedures of the SG methodological reference system

Respect the standards and procedures in force (architecture, security, quality, documentation)

Report your activity on the product or integrated component

Define the unit test cases on the product component

Ensure compliance with the technical specifications

Maintain quality standards defined within the project, follow the progress of the developments, the reporting on the status.

Profil
Nearly 5 + experience and well versed with BIG data concepts and implementation.
Must know Hadoop,HDFC,Hive,Tez,Oozie,spark,Java,SSAS solutions.
Knowledge about using GIT, REST APIs, Continuous Delivery and agility are a plus
Candidate should autonomous and able to interact with the business team."
Python and Machine Trainer,"Thane, Maharashtra",itvedant,"₹40,000 - ₹45,000 a month",Organic,"Job Summary
About Us
itvedant was started with the aim of bridging the gap between education and skills needed for the job with an intense passion for teaching. We are looking for dynamic and passionate people from the software industry to be the part of our family who can lead the team of students towards a bright future.
Job Brief
We are looking for an expert Trainer/ Faculty Member who is confident in his/her conduct who is an experienced and professional Python and Machine Learning Engineer with a capability of imparting the knowledge of Artificial Intelligence to the students.
Responsibilities and Duties
Job Description
Contribute in all phases of the development life-cycle of the students and training a dynamic team of students.
Should possess strong knowledge of Python and Machine learning along with a passion for Artificial Intelligence.
Should stay up-to-date with the latest development in the field.
Facilitating the students available resources such as curriculum, data, hardware, etc.
Upgrading the student’s knowledge quality by taking them through the important functionalities of Python and Machine Learning as per the syllabus.
Sharply train the student’s minds in analyzing the Machine Learning Algorithms that could be used to solve the given problems.
Train and guide the students to analyze the errors and design strategies to overcome them.
Lead learning enhancement through developing assignment and assessment modules, integrate the use of advanced technology for upscaled training quality and develop plans to track and monitor the progress of students.
Should be capable of completing the assigned module in the given time.
Conduct regular research for further enhancement of curriculum on regular basis.
Should be able to communicate and connect with students in an effective way.
Should be committed to deliver best in class training and a willingness to enrich careers.
Any other work alloted by the management
Required Experience, Skills and Qualifications
Skills Required
Effective communication Skills.
Proficiency with deep learning framework such as Tensorflow.
Domain Expertise and ability to deliver.
Analytical Skills and problem solving.
Good Scripting and programming skills
Data-oriented personality
Job Type: Full-time
Salary: ₹40,000.00 to ₹45,000.00 /month
Experience:
work: 1 year (Preferred)
Teaching: 1 year (Preferred)
Training: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Language:
English (Preferred)"
Sales Development Executive – Artificial Intelligence Produc...,"Mumbai, Maharashtra",Kenyt.ai,None,Organic,"Kenyt.AI is a funded technology company with focus on Artificial Intelligence (AI) and smart bots (Chatbots / Voicebots). World has made great strides with reach of smart phones and Internet but still a very small fraction of users is able to complete complex tasks using computing devices. Reason being computer literacy. We want to change that by making computers understand our language and accomplish tasks by just talking to computers.
To achieve the mission, Kenyt.AI is looking for sales geniuses to help it increase the client base and reach newer cities, within Indian and abroad. The business verticals we are focusing on are real estate, retail, hotels and hospitals. So, if you enjoy the challenge of finding early customers for a brand-new technology in a new city, setup sales processes for new products, sell value proposition to senior management of businesses, establish deep connects in the industry, and have what it takes to succeed, we would love to hear from you.
Responsibilities:
Sell products by establishing contact with client’s senior management and pitching and selling the product to them
Follow and execute on monthly and quarterly sales targets
Establish sales pipeline and sales funnel
Maintain relationships with clients by providing support, information, and guidance
Prepare reports by collecting, analysing and summarizing information
And much more
What you will get:
A competitive salary based on your experience and skills
Experience of expanding the company sales in a new city
Talking to client’s senior management, pitching to them and closing the sales
Exposure to latest AI technology and opportunity of working with an experienced team of founders having a combined industry experience of 30+ years
Potential to make tons of money (We believe in sharing success; For every sale you make, you will get % commission of revenue)
Requirements:
College – Tier 1 Colleges (Course specialization in ‘Sales’ preferred)
Experience – 2-5 years industry experience in Sales
Excitement – Selling brand-new technology products
Passion – Sales
Attitude – Do what it takes"
Artificial Intelligence Trainer,"Chandigarh, Chandigarh",Webtech Learning,"₹20,000 - ₹25,000 a month",Organic,"Job Summary
We have an urgent opening for Artificial Intelligence Trainer, who can give valuable, practical training and will trained the students in a very proficient manner.
Responsibilities and Duties
We are looking for an expert Artificial Intelligence with the following skills:
a) Programming experience in TensorFlow / Deep Learning for below context
1. NLP / Text processing / NLP libraries like NLTK, Spacy
2. Image processing
3. Video processing
Required Experience and Qualifications
Qualifications and Skills
B.Tech/B.E. - Any Specialization, Computers, B.Sc - Any Specialization, BCA - Computers
PG: M.Tech - Any Specialization, Computers, MCA - Computers
Benefits
Benefits
As per company policy.
Job Type: Full-time
Experience:
work: 1 year (Preferred)
Job Types: Full-time, Part-time
Salary: ₹20,000.00 to ₹25,000.00 /month
Experience:
work: 1 year (Preferred)
Teaching: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Language:
English (Preferred)"
Visualization Engineer,"Pune, Maharashtra",Innoplexus,None,Organic,"Job Location – Pune, India
Required experience – 2+ Years
About Innoplexus
Innoplexus offers Data as a Service and Continuous Analytics as a Service products, leveraging Artificial Intelligence and advanced analytics to help reduce the drug development time, from synthesis to approval, significantly.
Our products leverage proprietary algorithms and patent-pending technologies to help global Life Sciences and Pharmaceuticals organizations with access to relevant data, real-time intelligence & intuitive insights, across pre-clinical, clinical, regulatory and commercial stages of a drug.
We automate the collection, curation, aggregation, and analysis, of billions of data points from thousands of data sources, using machine learning, network analysis, ontologies, computer vision, and entity normalization.
Responsibilities
Collaborate with Data Science and UX team to create and design data visualization
components and related features.
Build high value and high quality data visualizations to enhance user experience.
Build support modules and libraries to decrease visualization development time.
Taking ownership of an idea from innovation level to the full-fledged developed
product.
Designing and implementing interactive and dynamic visualizations based on Big Data
Required experience
Strong proficiency in JavaScript.
Strong understanding of coordinate geometry.
Strong analytical skills with proven record in working with large datasets preferably
numbers and figures.
Solid UI and UX skills, with experience building web and/or mobile interfaces along with
high-quality visualizations.
Experience with JavaScript libraries and frameworks including d3, React, and redux.
Understanding of HTML, CSS, and related web technologies.
Familiarity with Git (Github/Gitlab).
Hands on experience with ES6/ES7.
Good to Have
Experience in 3D visualizations using technologies like OpenGL, Webgl, three.js,
WebAssembly
Portfolio of data visualizations over d3.js or any other web technology.
Open source contribution
Required qualification
Bachelor’s or Master’s Degree in Computer Science or Engineering."
Data Scientist - Machine Learning,"Gurgaon, Haryana",PropTiger | Housing,None,Organic,"Responsibilities:
Research and bring innovations to develop next generation solutions in core functional areas.
related to NLP, Speech Analysis (including indian languages), Image Processing, Price Estimator, Digital Marketing, Customer Relationship Management (CRM), Campaign Management & Data Insights etc.
Provide technical thought leadership, coaching and mentorship in the field of data science in working with engineering and other cross functional teams.
Evolve the approach for the application of machine learning/deep learning to existing program and project disciplines.
Help establish standards in machine learning and statistical analysis to ensure consistency in quality across projects and teams and identify relevant process efficiencies.


Requirements:
Graduation/Post Graduation degree in Computer Science/ Mathematics/Statistics (IITs, IIITs and NITs preferred).
2-8 years of strong hands on experience in Artificial Intelligence (AI), Machine Learning (ML), NLP, Deep Learning, Image Processing and Neural Networks.
Experience with ML frameworks including scikit-learn, NLTK, NumPy, Pandas, Keras, TensorFlow, Theano and other Cognitive Tools.
Coding skills in Java, Python, Ruby, Scala, R etc to take the idea from thought to production.
Proficiency with various approaches in regression, classification, and cluster analysis.
Experience with large data sets and distributed computing (Hive/Hadoop/Spark) a plus."
Full Stack Developer,"Bengaluru, Karnataka",OneOrigin,None,Organic,"We are among the fastest-growing tech companies, delivering cutting-edge AI solutions to some of the top Educational Institutions and Enterprises in the U.S and across Asia. We built outstanding products to simplify site search and enable decision making through Unified Artificial Intelligence. Being a member of our team, you’ll collaborate closely with other developers and stakeholders to create innovative solutions that can be game changers for our customers. Our technology stack includes Bootstrap, NodeJS, PHP, NoSQL etc. We follow Agile methodologies to quickly iterate and deliver new features.

The fun part – We organize free team lunches, movie passes, various indoor/outdoor games and competitive bi-annual Hackathons.
We are looking for a passionate, talented, and motivated Full Stack Developer to join our team and help deliver high-quality technical solutions. If you’re excited about working on cutting-edge technologies and delivering value with the sense of ownership, then we should talk!

What you will do:
Write clean code that follows industry standards and best practices.
Participate in architectural discussions to improve our technology stack
Come up with the new ideas to promote best practices
Work closely with cross-functional stakeholders to make collaboration better between teams
Deliver high-quality and maintainable code using test-driven methodologies
Participate and contribute towards improving the development process and practices within the team and across the organization.

Qualifications:
You will have a minimum of 2 years of industry experience developing on the full stack
Experience with CSS, HTML, Javascript
Experience with RESTful services
Knowledge and experience in building scalable Node.js applications
Continuous integration/continuous deployment experience
Experience with build tools such as webpack, grunt, gulp, babel etc.
Strong desire to learn and share knowledge with others

Desired Skills:
Strong understanding of data structures and design patterns
Experience with one or more front-end Javascript frameworks is a BIG plus
Full understanding of complete web technology stack including how to architect highly scalable solutions
Experience with Relational or NoSQL databases
Working knowledge on AWS services."
Software-Senior Engineer(Big Data Architect),"Hyderabad, Telangana",Telstra,None,Sponsored,"About Telstra
Telstra is Australia’s leading telecommunications and technology company, with operations in more than 20 countries, including in India where we’re building a new Innovation and Capability Centre (ICC) in Bangalore.
We’re combining innovation, automation and technology to solve the world’s biggest technological challenges in areas such as Internet of Things (IoT), 5G, Artificial Intelligence (AI), Machine Learning, and more.
Join us on this exciting journey, and together, we’ll reimagine the future.
Role with us
This position offers diversity in projects, an opportunity to work in a team environment with autonomy and a high-level of responsibility. There are also excellent opportunities for professional growth and advancement within Telstra Customer Platforms and broader Telstra systems.
He would be responsible to develop, maintain, test and evaluate big data solutions within organisations and would be also involved in the design of big data solutions
He would builds large-scale data processing systems He would work on how algorithms work and have experience building high-performance algorithms.
The purpose of the role is to take responsibility for ensuring all requests from the business are developed and delivered in the most optimal way taking into consideration business roadmaps, ITS CRM Strategy, industry best practice, vendor roadmaps and thought leadership and innovation delivering a competitive advantage to Telstra
Key Accountabilities
Big Data Data Architect role is to plan, coordinate, and execute all activities related to the requirements interpretation, design and implementation of Big data and Machine Learning applications. This individual will apply proven industry and technology experience as well as communication skills, problem-solving skills, and knowledge of best practices to issues related to design, development, and deployment of mission-critical systems with a focus on quality application development and delivery.
This role is key to the success of the Customer Platforms function at Telstra and will be responsible and accountable for the following:
Ability to design and develop Big Data and Machine/Deep Learning Applications
Ability to review vendor designs and recommended solutions based on industry best practises
Ability to provide technical governance across Big Data and Machine/Deep Learning solutions at Telstra
Design and develop reusable, scalable and secure big data applications
Ensure optimized application performance with respect to throughput, cost and resource utilization
Develop and maintain real time streaming applications
Understanding of building, deploying and maintaining big data applications on cloud
Manage and administer Big data ecosystem
Create development artefacts including design document, release notes and POV
Assess and improve the efficiency and effectiveness of the Big Data and Machine/Deep Learning application solutions to ensure user requirements and business objectives are met in a timely and cost effective manner
Understand overall business operations and develops innovative solutions to help improve productivity
Ability to understand and design provisioning solutions at Telstra and how CRM interacts with provisioning layers.
Strong problem solving and analytical skills needed to support enterprise high availability Salesforce applications
Coordinate with technical resource within and outside of B2B Digitisation.
Monitor process of software configuration/development/testing to assure quality deliverable.
Ensure standards of QA are being met
Review deliverables to verify that they meet client and contract expectations; Implement and enforce high standards for quality deliverables
Analyses performance and capacity issues of the highest complexity.
Demonstrate thought Leadership in Big data and Machine Learning.
Assists leadership with development and management of new application capabilities to improve productivity
Provide training and educate other team members around core capabilities and helps them deliver high quality solutions and deliverables/documentation
Self-Motivator to perform Design / Develop user requirements, test and deploy the changes into production
Skill & Experience : 10+ yrs
Experience with Data Modelling Tool like Erwin/MagicDraw, Hadoop Monitoring services, Hadoop Architecture Understanding, Hadoop Installation/ Service Management, Cluster Management, Unix/Python Scripting,
Technical Descriptors
Should be well versed with overall IT landscape, technologies and should be able to analyze how different technologies integrates with each other
Should be able to provided scalable and robust solution architecture depending on the needs
Should be able to compare tools and technologies and recommend a tool or technology
Must have good understanding of Data Structures, Distributed processing framework.
Must have experience of executing couple of big data projects (end to end)
Strong technical expertise and hands on experience on Hive, Flume, HBase & other Hadoop components
Candidate must have strong background & hands on experience of SPARK or JAVA or Data warehouse / ETL/BI or DWH appliances
Ability to work cross functionally to deliver appropriate resolution of technical, procedural, and operational issues.
Deep Knowledge of either Cloudera/ HortonWorks/ MapR/Pivotal
Deep Knowledge of developing Machine Learning & Deep Learning Models
Good knowledge of NoSQL Databases/ HBase/ MongoDB
Good knowledge of AWS Sagemaker, Tensorflow, Google Cloud Analytics
Good experience with at least one programming language like Scala, Java, Python, Pig etc
Proven expertise of delivering end to end projects working with virtual teams bonus
Why Join us
Our people in India will be at the forefront of technological change as they work collaboratively with, and learn from, world-class experts and have access to the latest training programs and insights for their field.
Alongside your work on leading edge projects, working with us means you'll have access to company perks and benefits that'll reward you for the great work you do. We’re growing, fast, and for you that means many exciting opportunities to develop your career with us at Telstra.
We’re committed to building a diverse and inclusive workforce. To enable everyone to participate, we’ve developed an ‘All Roles Flex’ policy to consider flexible ways of working for every role. To learn more, visit tel.st/allrolesflex"
Software-Senior Engineer,"Hyderabad, Telangana",Telstra,None,Sponsored,"About Telstra
Telstra is Australia’s leading telecommunications and technology company, with operations in more than 20 countries, including in India where we’re building a new Innovation and Capability Centre (ICC) in Bangalore.
We’re combining innovation, automation and technology to solve the world’s biggest technological challenges in areas such as Internet of Things (IoT), 5G, Artificial Intelligence (AI), Machine Learning, and more.
Join us on this exciting journey, and together, we’ll reimagine the future.
Role with us
This position offers diversity in projects, an opportunity to work in a team environment with autonomy and a high-level of responsibility. There are also excellent opportunities for professional growth and advancement within Telstra Customer Platforms and broader Telstra systems.
He would be responsible to develop, maintain, test and evaluate big data solutions within organisations and would be also involved in the design of big data solutions
He would builds large-scale data processing systems He would work on how algorithms work and have experience building high-performance algorithms.
The purpose of the role is to take responsibility for ensuring all requests from the business are developed and delivered in the most optimal way taking into consideration business roadmaps, ITS CRM Strategy, industry best practice, vendor roadmaps and thought leadership and innovation delivering a competitive advantage to Telstra.
Key Accountabilities
At Telstra, we have a unique blend of Corporate and Entrepreneurial cultures. This is where you would have an opportunity to drive business value for Telstra while you innovate and continue to grow and have fun while doing it. You would work with team members who are vibrant, smart and passionate and they bring their passion to all that they do – whether it’s learning, giving back to our communities or always going the extra mile.
We are looking for Big Data Lead who will work With Product Owners, Engineers and Architects to solve some of the biggest prroblems of Telstra around Data Democritisation.

Big Data Engineering Lead role is to plan, coordinate, and execute all activities related to the requirements interpretation, design and implementation of Big data and Machine Learning applications. This individual will apply proven industry and technology experience as well as communication skills, problem-solving skills, and knowledge of best practices to issues related to design, development, and deployment of mission-critical systems with a focus on quality application development and delivery.
This role is key to the success of the Enterprise Digitisation at Telstra and will be responsible and accountable for the following:
Ability to design and develop Big Data and Machine/Deep Learning Applications
Ability to review vendor designs and recommended solutions based on industry best practises
Ability to provide technical governance across Big Data and Machine/Deep Learning solutions at Telstra
Design and develop reusable, scalable and secure big data applications
Ensure optimized application performance with respect to throughput, cost and resource utilization
Develop and maintain real time streaming applications
Understanding of building, deploying and maintaining big data applications on cloud
Manage and administer Big data ecosystem
Create development artefacts including design document, release notes and POV
Assess and improve the efficiency and effectiveness of the Big Data and Machine/Deep Learning application solutions to ensure user requirements and business objectives are met in a timely and cost effective manner
Understand overall business operations and develops innovative solutions to help improve productivity
Ability to understand and design provisioning solutions at Telstra and how CRM interacts with provisioning layers.
Strong problem solving and analytical skills needed to support enterprise high availability
Coordinate with technical resource within and outside of B2B Digitisation.
Monitor process of software configuration/development/testing to assure quality deliverable.
Ensure standards of QA are being met
Review deliverables to verify that they meet client and contract expectations; Implement and enforce high standards for quality deliverables
Analyses performance and capacity issues of the highest complexity.
Demonstrate thought Leadership in Big data and Machine Learning.
Assists leadership with development and management of new application capabilities to improve productivity
Provide training and educate other team members around core capabilities and helps them deliver high quality solutions and deliverables/documentation
Self-Motivator to perform Design / Develop user requirements, test and deploy the changes into production
Skill & Experience: 12+ yrs
Hadoop, Map Reduce, Hive, Hbase and Spark Sqoop, Storm, Kafka,
Python, Lamda Architecutre, Hadoop Consumption, Agile, Delivery,
Atleast 2 end to end project migration experience, Experience of leading 20+ resources
Technical Descriptors
Should be well versed with overall IT landscape, technologies and should be able to analyze how different technologies integrates with each other
Should be able to provided scalable and robust solution architecture depending on the needs
Should be able to compare tools and technologies and recommend a tool or technology
Must have good understanding of Data Structures, Distributed processing framework.
Must have experience of executing couple of big data projects (end to end)
Strong technical expertise and hands on experience on Hive, Flume, HBase & other Hadoop components
Candidate must have strong background & hands on experience of SPARK or JAVA or Data warehouse / ETL/BI or DWH appliances
Ability to work cross functionally to deliver appropriate resolution of technical, procedural, and operational issues.
Deep Knowledge of either Cloudera/ HortonWorks/ MapR/Pivotal
Deep Knowledge of developing Machine Learning & Deep Learning Models
Good knowledge of NoSQL Databases/ HBase/ MongoDB
Good knowledge of AWS Sagemaker, Tensorflow, Google Cloud Analytics
Good experience with at least one programming language like Scala, Java, Python, Pig etc
Proven expertise of delivering end to end projects working with virtual teams bonus
Why Join us
Our people in India will be at the forefront of technological change as they work collaboratively with, and learn from, world-class experts and have access to the latest training programs and insights for their field.
Alongside your work on leading edge projects, working with us means you'll have access to company perks and benefits that'll reward you for the great work you do. We’re growing, fast, and for you that means many exciting opportunities to develop your career with us at Telstra.
We’re committed to building a diverse and inclusive workforce. To enable everyone to participate, we’ve developed an ‘All Roles Flex’ policy to consider flexible ways of working for every role. To learn more, visit tel.st/allrolesflex"
Web API Developer,"Gurgaon, Haryana",Agenty Analytics Pvt Ltd,"₹2,64,000 - ₹3,00,000 a year",Sponsored,"Job Summary
With Agenty.com we're building a fully modern user interface for machine learning with hundreds of different types of automotive agents to automate the data collection, processing, validation, translation, cleaning, and the integration with client applications. Agenty is used by customers in retail, healthcare, machine learning, artificial intelligence and many more industries to bring web data to their business. You'll own building this interface in a customer-centric manner, working directly with founding team and global customers to design and implement features throughout the stack.
WHAT WE ARE LOOKING FOR :
- Experience in .Net web API development (MVC, Asp.net and C#)
- Hands on experience building end to end systems
- Experience in writing SQL queries in frameworks like Dapper
- Good knowledge of NoSQL databases like MongoDB, CosmoDB
- Good knowledge of code benchmarking, and unit test in Visual Studio
- Knowledge of AWS Cloud or Microsoft Azure is a plus
Responsibilities and Duties
- Build customer facing web API and integration for global customers in C#, Asp. Net web API & SQL.
- Bug fixes, new feature development.
- Technical documentation, video tutorials and presentations.
- Technical support to solve customers queries
Required Experience, Skills and Qualifications
Asp.net, Web API, C#, SQL Server
Job Type: Full-time
Salary: ₹264,000.00 to ₹300,000.00 /year
Experience:
Asp.Net: 1 year (Required)
work: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Gurgaon, Haryana (Required)"
Software-Senior Engineer(Data warehousing/ Reporting Archite...,"Hyderabad, Telangana",Telstra,None,Sponsored,"About Telstra
Telstra is Australia’s leading telecommunications and technology company, with operations in more than 20 countries, including in India where we’re building a new Innovation and Capability Centre (ICC) in Bangalore.
We’re combining innovation, automation and technology to solve the world’s biggest technological challenges in areas such as Internet of Things (IoT), 5G, Artificial Intelligence (AI), Machine Learning, and more.
Join us on this exciting journey, and together, we’ll reimagine the future.
Role with us
This position offers diversity in projects, an opportunity to work in a team environment with autonomy and a high-level of responsibility. There are also excellent opportunities for professional growth and advancement within Telstra Customer Platforms and broader Telstra systems.
He would be responsible to develop, maintain, test and evaluate data warehousing and Reporting Solutions within organisation.
He would builds large-scale data processing systems He would work on how algorithms work and have experience building high-performance algorithms.
The purpose of the role is to take responsibility for ensuring all requests from the business are developed and delivered in the most optimal way taking into consideration business roadmaps, ITS CRM Strategy, industry best practice, vendor roadmaps and thought leadership and innovation delivering a competitive advantage to Telstra
Key Accountabilities
Data Architect role is to plan, coordinate, and execute all activities related to the requirements interpretation, design and implementation of Data Modelling, Data Marts and Reporting, Operational Feeds, Migration. This individual will apply proven industry and technology experience as well as communication skills, problem-solving skills, and knowledge of best practices to issues related to design, development, and deployment of mission-critical systems with a focus on quality application development and delivery.
This role is key to the success of the Strategy To performance function at Telstra and will be responsible and accountable for the following:
Ability to design and develop Data Warehousing and Reporting capabilities.
Ability to review vendor designs and recommended solutions based on industry best practises
Ability to provide technical governance across Data Warehousing and Reporting capabilities. solutions at Telstra
Assess and improve the efficiency and effectiveness of the Data Warehousing and Reporting capabilities.application solutions to ensure user requirements and business objectives are met in a timely and cost effective manner
Understand overall business operations and develops innovative solutions to help improve productivity
Ability to understand and design provisioning solutions at Telstra and how CRM interacts with provisioning layers.
Strong problem solving and analytical skills needed to support enterprise high availability Warehousing applications
Coordinate with technical resource within and outside of B2B Digitisation.
Monitor process of software configuration/development/testing to assure quality deliverable.
Ensure standards of QA are being met
Review deliverables to verify that they meet client and contract expectations; Implement and enforce high standards for quality deliverables
Analyses performance and capacity issues of the highest complexity.
Demonstrate thought Leadership in Data Warehousing and Reporting capabilities..
Assists leadership with development and management of new application capabilities to improve productivity
Provide training and educate other team members around core capabilities and helps them deliver high quality solutions and deliverables/documentation
Self-Motivator to perform Design / Develop user requirements, test and deploy the changes into production
Skill & Experience : 12 + yrs
Experience with Data Modelling Tool like Erwin/MagicDraw, Data Warehouses like
Teradata, Snowflake,SQL DW, Reporting Tools like Tableau, Power Bi, QlickView,
ETL Tools like Informatica, Talend, dataStage
Technical Descriptors
Should be well versed with overall IT landscape, technologies and should be able to analyze how different technologies integrates with each other
Should be able to provided scalable and robust solution architecture depending on the needs
Should be able to compare tools and technologies and recommend a tool or technology
Must have good understanding of Data Structures, Distributed processing framework.
Must have experience of executing couple of big data projects (end to end)
Strong technical expertise and hands on experience on Data Modelling, Warehousing using SQL DW, Snowlfake, Redshift
ETL experience using Talend or Informatica
Expertise on Reporting Tools like Tableau,
Experience on Telco data modelling and reporting related to Marketing, CRM, Products, Provisioning.
Ability to work cross functionally to deliver appropriate resolution of technical, procedural, and operational issues.
Proven expertise of delivering end to end projects working with virtual teams bonus
Why Join us
Our people in India will be at the forefront of technological change as they work collaboratively with, and learn from, world-class experts and have access to the latest training programs and insights for their field.
Alongside your work on leading edge projects, working with us means you'll have access to company perks and benefits that'll reward you for the great work you do. We’re growing, fast, and for you that means many exciting opportunities to develop your career with us at Telstra.
We’re committed to building a diverse and inclusive workforce. To enable everyone to participate, we’ve developed an ‘All Roles Flex’ policy to consider flexible ways of working for every role. To learn more, visit tel.st/allrolesflex"
Git + AWS Cloud Engineer,"New Town, Kolkata, West Bengal",Klizo Solutions PVT,"₹30,000 - ₹40,000 a year",Sponsored,"Klizo Solutions develops mobile apps, websites, and software. We work in some really cool technology like facial recognition, artificial intelligence, and even blockchain. We have about 25 people in the team, and we are are doubling in size over the next couple months. We are looking for good people to join our rapidly growing company.
As a key member of our team, the AWS Cloud Engineer will work with development teams and other DevOps engineers to solve critical issues while improving customer experience. Other responsibilities include:
Build and support scalable microservices and system orchestration.
Design, development, and testing of features delivered as applications and/or services.
Provide collaborative conduit between various technical and non-technical teams.
Build effective monitoring, alerts, and metrics for production services.
Build effective DevOps services, processes, and tooling.
Supporting applications and/or services as and when required on a 24x7 basis.
Desired Qualifications
Bachelor’s Degree in Computer Science, Management Information Systems, or Mathematics
Minimum of 7 years of software engineering experience
Minimum of 4 years of AWS technology delivery experience
AWS Certified Developer highly desired
AWS Certified SysOps Administrator highly desired
'Make-it-happen' attitude, the innate capacity for ownership and timely delivery of results in a fast-paced environment
Strong knowledge of microservice and SoA architectures.
Experience with AWS cloud platform technologies such as API Gateway, Lambda, RDS, DynamoDB, SQS, SES, S3, Cognito, Cloud Front, Cloud Watch, etc…
Experience with AWS client technologies such as AppSync (GraphQL) and Amplify
Experience with AWS DevOps tooling such as CodeStar and Service Application Model (SAM)
Experience with infrastructure as code tools and methods such as Chef, Puppet, Salt, Cloud Formation, or Ansible
Experience with Identity Access Management (IAM) and Identity Provider (IdP) technologies and solutions (e.g. oAuth, OpenID, JWT, SAML).
Experience with HTTP APIs and RESTful web services
Understanding of web browser APIs and behavior
Excellent technical communication skills
Competent in designing and building web applications and/or web services in a commercial setting
Competent in design/implementation for reliability, availability, scalability and performance
Competent in software engineering tools (e.g. build tools) and best practices (e.g. test automation and continuous integration)
Preferred Qualifications
Experience with automated testing, test-driven development and/or behavior-driven development
Experience building complex software systems that have been successfully delivered to customers
Meticulous attention to detail
Ability to multi-task while ensuring high quality of results
Dedication to high standards of code quality and testing
Passion for building a rich and innovative user experience
Demonstrable track record as an owner: someone who can take a concept and make it real
Experience working in Agile development team
Experience with source control systems especially GIT
Application Performance Monitoring (APM) experience (e.g. Dynatrace, App Dynamics, New Relic)
Ability to monitor and troubleshoot a very large complex system of services
Cognizant of modern database/storage technologies
Experience with automated testing tools (e.g. Selenium, JMeter).
Knowledge of IP networking, VPN's, DNS, load balancing and firewalling
Extra credit: Provide your GitHub account or code samples with your resume!
Nice to Have Experience
Experience and talent for UI/UX design
Experience with building PWA and native customer facing applications
Experience with build CI/CD systems like Jenkins, Travis or TFS
Experience with Docker/Kubernetes and container orchestration
Experience with Unix/Linux environments
Proficiency in a front-end language like Elm, JavaScript, Objective-C or Swift
Proficiency in at least one front-end web development framework such as React, Angular, Rails, Django, Vue.js.
Job Type: Full-time
Salary: ₹30,000.00 to ₹40,000.00 /year
Experience:
AWS: 4 years (Required)
Git: 4 years (Required)
Education:
Bachelor's (Required)
Location:
New Town, Kolkata, West Bengal (Required)"
